No,Tahun,Monthly,"Tinggi Gelombang",Periode,YL-t-Yt,At,Tt,St-L,St,Forecast,,Da-Df,|Da-Df|,(Da-Df)^2,|(Da-Df)/Da|
1,2013,Januari,0.13,1,0.1,,,,0.044166666666667,,,,,,
2,2013,Februari,0.14,2,0.09,,,,0.054166666666667,,,,,,
3,2013,Maret,0.21,3,0.01,,,,0.12416666666667,,,,,,
4,2013,April,0.24,4,0.13,,,,0.15416666666667,,,,,,
5,2013,Mei,0.22,5,0.24,,,,0.13416666666667,,,,,,
6,2013,Juni,0.38,6,0.16,,,,0.29416666666667,,,,,,
7,2013,Juli,0.25,7,0.14,,,,0.16416666666667,,,,,,
8,2013,Agustus,0.21,8,0.01,,,,0.12416666666667,,,,,,
9,2013,September,0.21,9,0.05,,,,0.12416666666667,,,,,,
10,2013,Oktober,0.23,10,0.03,,,,0.14416666666667,,,,,,
11,2013,November,0.19,11,0.01,,,,0.10416666666667,,,,,,
12,2013,Desember,0.20,12,0.06,0.085833333333333,0.0071527777777778,,0.11416666666667,,,,,,
13,2014,Januari,0.23,13,,0.10227083333333,0.00808125,0.044166666666667,0.052522916666667,0.13715277777778,,0.092847222222222,0.092847222222222,0.0086206066743827,0.40368357487923
14,2014,Februari,0.23,14,,0.11690020833333,0.0087360625,0.054166666666667,0.060059979166667,0.16451875,,0.06548125,0.06548125,0.0042877941015625,0.28470108695652
15,2014,Maret,0.22,15,,0.12265597708333,0.008438033125,0.12416666666667,0.12148440229167,0.2498029375,,-0.0298029375,0.0298029375,0.00088821508362891,0.13546789772727
16,2014,April,0.37,16,,0.13956794252083,0.00928542635625,0.15416666666667,0.16179320574792,0.285260676875,,0.084739323125,0.084739323125,0.0071807528836832,0.22902519763514
17,2014,Mei,0.46,17,,0.16655136532271,0.011055226000813,0.13416666666667,0.15009486346773,0.28302003554375,,0.17697996445625,0.17697996445625,0.031321907818936,0.38473905316576
18,2014,Juni,0.54,18,,0.1844292655245,0.011737493420911,0.29416666666667,0.30030707344755,0.47177325799019,,0.068226742009812,0.068226742009812,0.0046548883252735,0.12634581853669
19,2014,Juli,0.39,19,,0.1991334163842,0.01203415916479,0.16416666666667,0.16683665836158,0.36033342561208,,0.029666574387921,0.029666574387921,0.00088010563591402,0.076068139456206
20,2014,Agustus,0.22,20,,0.19963415132743,0.010880816742633,0.12416666666667,0.11378658486726,0.33533424221566,,-0.11533424221566,0.11533424221566,0.013301987427461,0.52424655552573
21,2014,September,0.26,21,,0.20304680459639,0.010134000395266,0.12416666666667,0.11744531954036,0.33468163473673,,-0.074681634736728,0.074681634736728,0.0055773465669501,0.28723705667972
22,2014,Oktober,0.26,22,,0.20344605782582,0.0091605256786827,0.14416666666667,0.13540539421742,0.35734747165832,,-0.097347471658322,0.097347471658322,0.0094765302382677,0.37441335253201
23,2014,November,0.20,23,,0.20092925848739,0.007992793176971,0.10416666666667,0.093657074151261,0.31677325017117,,-0.11677325017117,0.11677325017117,0.013635991955539,0.58386625085586
24,2014,Desember,0.26,24,,0.20261317983126,0.0073619059936608,0.11416666666667,0.10848868201687,0.32308871833103,,-0.063088718331026,0.063088718331026,0.0039801863806515,0.24264891665779
25,2015,Januari,0.45,25,,0.22872528557576,0.0092369259687449,0.052522916666667,0.069398096442424,0.26249800249158,,0.18750199750842,0.18750199750842,0.035156999069646,0.41667110557426
26,2015,Februari,0.33,26,,0.24115999247339,0.0095567040616332,0.060059979166667,0.062937982002661,0.29802219071117,,0.031977809288829,0.031977809288829,0.0010225802869127,0.096902452390392
27,2015,Maret,0.21,27,,0.23449658665235,0.0079346930733663,0.12148440229167,0.10688630339726,0.37220109882669,,-0.16220109882669,0.16220109882669,0.026309196460585,0.77238618488898
28,2015,April,0.20,28,,0.22200883117835,0.00589244821863,0.16179320574792,0.14341300205529,0.40422448547363,,-0.20422448547363,0.20422448547363,0.041707640466971,1.0211224273682
29,2015,Mei,0.19,29,,0.20910166511051,0.0040124867899829,0.15009486346773,0.1331752106099,0.37799614286471,,-0.18799614286471,0.18799614286471,0.03534254973201,0.98945338349849
30,2015,Juni,0.19,30,,0.18077202936569,0.0007782745365024,0.30030707344755,0.27119916316623,0.51342122534805,,-0.32342122534805,0.32342122534805,0.10460128900563,1.702216975516
31,2015,Juli,0.20,31,,0.16671160767582,-0.00070559508613533,0.16683665836158,0.15348183175784,0.34838696226377,,-0.14838696226377,0.14838696226377,0.02201869056987,0.74193481131887
32,2015,Agustus,0.23,32,,0.16102675284399,-0.0012035210607047,0.11378658486726,0.10930525109613,0.27979259745694,,-0.049792597456938,0.049792597456938,0.0024793027615087,0.2164895541606
33,2015,September,0.27,33,,0.15909637665092,-0.0012762065739411,0.11744531954036,0.11679114992123,0.27726855132364,,-0.0072685513236436,0.0072685513236436,5.2831838344441E-5,0.026920560457939
34,2015,Oktober,0.27,34,,0.15549761364754,-0.0015084622168851,0.13540539421742,0.13331509343092,0.29322556429439,,-0.023225564294395,0.023225564294395,0.00053942683679306,0.086020608497758
35,2015,November,0.19,35,,0.14822452887246,-0.0020849244727042,0.093657074151261,0.088468913848889,0.24764622558191,,-0.057646225581914,0.057646225581914,0.0033230873238409,0.30340118727323
36,2015,Desember,0.21,36,,0.14167677575809,-0.0025312073368705,0.10848868201687,0.10447213623938,0.25462828641663,,-0.044628286416631,0.044628286416631,0.0019916839484849,0.21251564960301
37,2016,Januari,0.11,37,,0.12929120193486,-0.003516643985507,0.069398096442424,0.060529166604696,0.20854366486365,,-0.098543664863647,0.098543664863647,0.0097108538847588,0.89585149876043
38,2016,Februari,0.29,38,,0.13590330395415,-0.0025037693850271,0.062937982002661,0.07205385340698,0.18871253995201,,0.10128746004799,0.10128746004799,0.010259149562973,0.34926710361375
39,2016,Maret,0.14,39,,0.12337095077248,-0.003506627764691,0.10688630339726,0.09786057798029,0.24028583796639,,-0.10028583796639,0.10028583796639,0.010057249296621,0.71632741404563
40,2016,April,0.09,40,,0.10253659050149,-0.0052394010153218,0.14341300205529,0.12781804279961,0.26327732506308,,-0.17327732506308,0.17327732506308,0.030025031381017,1.925303611812
41,2016,Mei,0.12,41,,0.086249949476556,-0.0063441250162825,0.1331752106099,0.12323269460126,0.23047240009607,,-0.11047240009607,0.11047240009607,0.012204151182986,0.9206033341339
42,2016,Juni,0.15,42,,0.059795325697624,-0.0083551748925475,0.27119916316623,0.25309971427984,0.3511049876265,,-0.2011049876265,0.2011049876265,0.040443216048254,1.34069991751
43,2016,Juli,0.23,43,,0.053947952548785,-0.0081043947181767,0.15348183175784,0.15573885332718,0.20492198256292,,0.025078017437084,0.025078017437084,0.00062890695857467,0.1090348584221
44,2016,Agustus,0.15,44,,0.045328676937934,-0.0081558828074441,0.10930525109613,0.10884185829273,0.15514880892674,,-0.0051488089267408,0.0051488089267408,2.6510233364085E-5,0.034325392844938
45,2016,September,0.13,45,,0.034776399725318,-0.0083955222479613,0.11679114992123,0.11463439495658,0.15396394405172,,-0.023963944051723,0.023963944051723,0.00057427061451411,0.1843380311671
46,2016,Oktober,0.14,46,,0.024411280386528,-0.0085924819570441,0.13331509343092,0.13154245604918,0.15969597090828,,-0.019695970908278,0.019695970908278,0.00038793127001975,0.1406855064877
47,2016,November,0.08,47,,0.013390027201647,-0.0088353590798278,0.088468913848889,0.086283019743835,0.10428771227837,,-0.024287712278373,0.024287712278373,0.00058989296771704,0.30359640347967
48,2016,Desember,0.38,48,,0.031651987685699,-0.0061256271234398,0.10447213623938,0.12885972384687,0.1090268043612,,0.2709731956388,0.2709731956388,0.073426472754705,0.71308735694422
49,2017,Januari,0.28,49,,0.044920807845564,-0.0041861823951094,0.060529166604696,0.07798416915967,0.086055527166955,,0.19394447283304,0.19394447283304,0.037614458542488,0.69265883154659
50,2017,Februari,0.48,50,,0.077455777564711,-0.00051406718368371,0.07205385340698,0.10510289030981,0.11278847885743,,0.36721152114257,0.36721152114257,0.13484430125984,0.76502400238034
51,2017,Maret,0.20,51,,0.079461481544896,-0.00026209006729688,0.09786057798029,0.10012837202777,0.17480228836132,,0.025197711638683,0.025197711638683,0.0006349246718262,0.12598855819341
52,2017,April,0.20,52,,0.078497648049878,-0.00033226441006899,0.12781804279961,0.12718647371466,0.20701743427721,,-0.007017434277211,0.007017434277211,4.9244383834976E-5,0.035087171386055
53,2017,Mei,0.20,53,,0.078025575815702,-0.00034624519247967,0.12323269460126,0.12310686755956,0.20139807824107,,-0.0013980782410677,0.0013980782410677,1.9546227681469E-6,0.0069903912053385
54,2017,Juni,0.47,54,,0.091601426132916,0.0010459643584897,0.25309971427984,0.26562960023857,0.33077904490306,,0.13922095509694,0.13922095509694,0.019382474338103,0.29621479807859
55,2017,Juli,0.28,55,,0.095808766109548,0.0013621019203039,0.15573885332718,0.1585840913835,0.24838624381858,,0.031613756181417,0.031613756181417,0.00099942957989806,0.11290627207649
56,2017,Agustus,0.22,56,,0.098569595397594,0.0015019746570781,0.10884185829273,0.11010071292369,0.20601272632258,,0.013987273677423,0.013987273677423,0.00019564382492712,0.063578516715557
57,2017,September,0.45,57,,0.12360097355355,0.0038549150069656,0.11463439495658,0.13581085810557,0.21470596501125,,0.23529403498875,0.23529403498875,0.055363282901287,0.52287563330833
58,2017,Oktober,0.16,58,,0.11755605409954,0.0028649315608687,0.13154245604918,0.12263260503431,0.25899834460969,,-0.09899834460969,0.09899834460969,0.0098006722354588,0.61873965381056
59,2017,November,0.20,59,,0.11975058511999,0.0027978915068262,0.086283019743835,0.085679659257453,0.20670400540425,,-0.0067040054042474,0.0067040054042474,4.4943688460178E-5,0.033520027021237
60,2017,Desember,0.42,60,,0.13940765657945,0.0044838095020894,0.12885972384687,0.14403298580424,0.25140820047368,,0.16859179952632,0.16859179952632,0.028423194867522,0.40140904649123
61,2018,Januari,0.46,61,,0.16770390255741,0.0068650531496773,0.07798416915967,0.099415361987961,0.2218756352412,,0.2381243647588,0.2381243647588,0.05670321309178,0.51766166251912
62,2018,Februari,0.56,62,,0.2026017711054,0.0096683346895083,0.10510289030981,0.13033242416829,0.2796718460169,,0.2803281539831,0.2803281539831,0.078583873915571,0.50058598925553
63,2018,Maret,0.16,63,,0.19703025801264,0.0081443499112815,0.10012837202777,0.08641250902373,0.31239847782268,,-0.15239847782268,0.15239847782268,0.02322529604267,0.95249048639176
64,2018,April,0.15,64,,0.18693849976006,0.0063207390948957,0.12718647371466,0.11077397636719,0.33236108163859,,-0.18236108163859,0.18236108163859,0.033255564096395,1.2157405442572
65,2018,Mei,0.15,65,,0.17662262821351,0.0046570780307504,0.12310686755956,0.10813391798226,0.31636610641452,,-0.16636610641452,0.16636610641452,0.027677681363528,1.1091073760968
66,2018,Juni,0.21,66,,0.15758877559598,0.0022879849659222,0.26562960023857,0.24430776265511,0.44690930648282,,-0.23690930648282,0.23690930648282,0.056126019498172,1.1281395546801
67,2018,Juli,0.22,67,,0.15003067536736,0.0013033764464682,0.1585840913835,0.14972261470842,0.3184608519454,,-0.098460851945403,0.098460851945403,0.0096945393658146,0.44754932702456
68,2018,Agustus,0.16,68,,0.14119057534007,0.00028902879909297,0.11010071292369,0.10097158409732,0.26143476473752,,-0.10143476473752,0.10143476473752,0.010289011497356,0.6339672796095
69,2018,September,0.10,69,,0.12375055791469,-0.0014838758233544,0.13581085810557,0.11985471650354,0.27729046224473,,-0.17729046224473,0.17729046224473,0.031431908002951,1.7729046224473
70,2018,Oktober,0.11,70,,0.10877675337877,-0.0028328686946108,0.12263260503431,0.110491669193,0.24489928712564,,-0.13489928712564,0.13489928712564,0.018197817667007,1.2263571556877
71,2018,November,0.06,71,,0.092781530290002,-0.004149104134027,0.085679659257453,0.073833540302708,0.19162354394162,,-0.13162354394162,0.13162354394162,0.017324757319751,2.1937257323603
72,2018,Desember,0.03,72,,0.068365884959954,-0.0061757582536291,0.14403298580424,0.12579309872782,0.23266541196021,,-0.20266541196021,0.20266541196021,0.041073269205003,6.7555137320071
73,2019,Januari,0.28,73,,0.074029577836896,-0.004991813140572,0.099415361987961,0.11007086800548,0.16160548869429,,0.11839451130571,0.11839451130571,0.014017260307319,0.42283754037755
74,2019,Februari,0.42,74,,0.091100745809863,-0.0027855150292181,0.13033242416829,0.15018910717047,0.19937018886461,,0.22062981113539,0.22062981113539,0.048677513561636,0.52530907413187
75,2019,Maret,0.19,75,,0.089842456800207,-0.0026327924272619,0.08641250902373,0.087787012441336,0.17472773980437,,0.015272260195625,0.015272260195625,0.00023324193148288,0.08038031681908
76,2019,April,0.06,76,,0.073411300298932,-0.0040126288346632,0.11077397636719,0.098355448700578,0.19798364074014,,-0.13798364074014,0.13798364074014,0.019039485111903,2.2997273456689
77,2019,Mei,0.12,77,,0.063645412519616,-0.0045879547291285,0.10813391798226,0.10295598493207,0.17753258944652,,-0.057532589446524,0.057532589446524,0.0033099988484223,0.4794382453877
78,2019,Juni,0.22,78,,0.050720935745928,-0.0054216069335845,0.24430776265511,0.23680489281501,0.3033652204456,,-0.083365220445599,0.083365220445599,0.0069497599799433,0.37893282020727
79,2019,Juli,0.17,79,,0.042797134460267,-0.0056718263687921,0.14972261470842,0.14747063979155,0.19502194352076,,-0.025021943520762,0.025021943520762,0.00062609765755621,0.14718790306331
80,2019,Agustus,0.17,80,,0.040315618872596,-0.00535279529068,0.10097158409732,0.10384286380033,0.13809689218879,,0.031903107811208,0.031903107811208,0.0010178082880135,0.18766534006593
81,2019,September,0.15,81,,0.03448106957337,-0.0054009706915346,0.11985471650354,0.11942113789585,0.15481754008546,,-0.0048175400854556,0.0048175400854556,2.3208692474971E-5,0.032116933903037
82,2019,Oktober,0.12,82,,0.027122922074352,-0.0055966883722829,0.110491669193,0.10873021006626,0.13957176807483,,-0.019571768074833,0.019571768074833,0.00038305410557505,0.16309806729027
83,2019,November,0.05,83,,0.016990256301592,-0.0060502861123307,0.073833540302708,0.069751160642278,0.095359774004777,,-0.045359774004777,0.045359774004777,0.0020575090977645,0.90719548009554
84,2019,Desember,0.11,84,,0.0082666632975532,-0.0063176168015015,0.12579309872782,0.12338712252528,0.13673306891708,,-0.02673306891708,0.02673306891708,0.00071465697372536,0.24302789924618
85,2020,Januari,,85,,,,0.11007086800548,,0.11201991450153,,Total,0.7865852356831,0.097049594555816,5.8669169662567
86,2020,Februari,,86,,,,0.15018910717047,,0.14582053686502,,,,,
87,2020,Maret,,87,,,,0.087787012441336,,0.077100825334385,,,,,
88,2020,April,,88,,,,0.098355448700578,,0.081351644792125,,,,,
89,2020,Mei,,89,,,,0.10295598493207,,0.079634564222114,,,,,
90,2020,Juni,,90,,,,0.23680489281501,,0.20716585530355,,,,,
91,2020,Juli,,91,,,,0.14747063979155,,0.11151398547859,,,,,
92,2020,Agustus,,92,,,,0.10384286380033,,0.061568592685867,,,,,
93,2020,September,,93,,,,0.11942113789585,,0.070829249979889,,,,,
94,2020,Oktober,,94,,,,0.10873021006626,,0.053820705348801,,,,,
